Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal_Longitude,Decimal_Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C) ,Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms,
179,Globigerina ooze,15,58,0,S,160,48,0,E,160.80,-15.97,New Hebrides Basin,71,Western Central Pacific Ocean,Coral Sea,Vanuatu,21/08/1874,,2325,2.22,36.00,2325,1.02797,26.11,79.00,,,,,,,,,,,,,71.1,,,,,,,,,,,,55.5,,,,45.2,41.6,40,38.9,38.3,37.7,37.2,36.8,36.4,36,36,,36,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Red clay,14,7,0,S,153,43,0,E,153.72,-14.12,Northeast of Australia,71,Western Central Pacific Ocean,Coral Sea,Australia,24/08/1874,,2450,2.22,36.00,2450,1.02804,26.67,80.00,,,,,,,75.4,,,,,,72.8,,,,,,61.8,,,,,,53.5,,48.5,,45.5,41.5,39.6,38.8,38.3,37.8,37.3,36.8,36.4,36,36,,36,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Red clay,13,50,0,S,151,49,0,E,151.82,-13.83,Northeast of Australia,71,Western Central Pacific Ocean,Coral Sea,Australia,25/08/1874,Trawl,2440,2.11,35.80,2440,1.02795,26.67,80.00,1.02348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Globigerina ooze,13,6,0,S,148,37,0,E,148.62,-13.10,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,27/08/1874,,2275,2.11,35.80,2275,1.02788,25.83,78.50,1.02344,,,77,,,74,,,71,,,67.5,,,64,,,60.4,,,56,,,52,,47,,44,41,39.3,38.3,37.9,37.4,37,,36.3,,35.8,,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Globigerina ooze,12,42,0,S,146,46,0,E,146.77,-12.70,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,28/08/1874,,1700,2.22,36.00,1700,1.02798,25.56,78.00,1.02364,,,,,,76.2,,,,,,69.5,,,,,,61.5,,,,,,54.5,,48.9,,45,41.2,39.3,38.4,37.9,37.5,37.1,,36.3,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Globigerina ooze,12,8,0,S,145,10,0,E,145.17,-12.13,"75 miles east-southeast of Raine I., Queensland, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,29/08/1874,Trawl,1400,2.22,36.00,1400,1.02816,25.28,77.50,1.02373,,,,,,76.6,,,74.3,,,70.8,,,66.8,,,62.5,,,58.2,,,54.2,51,48,,44.3,41,39.7,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Coral sand,11,35,25,S,144,2,0,E,144.03,-11.59,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,31/08/1874,Dredge,135,,,,,25.00,77.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185A,Coral sand,11,36,20,S,144,1,50,E,144.03,-11.61,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,31/08/1874,Dredge,150,,,,,25.00,77.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185B,Coral sand,11,38,15,S,143,59,38,E,143.99,-11.64,"East of Cape York Peninsula, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,31/08/1874,Dredge,155,,,,,25.00,77.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Sand and shells,10,30,0,S,142,18,0,E,142.30,-10.50,"North of Cape York,Torres Strait, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,08/09/1874,Dredge,8,,,,,25.11,77.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Sand and shells,10,36,0,S,141,55,0,E,141.92,-10.60,"North of Cape York,Torres Strait, Australia",71,Western Central Pacific Ocean,Coral Sea,Australia,09/09/1874,Dredge,6,,,,,25.39,77.70,1.02428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Sand and shells,9,59,0,S,139,42,0,E,139.70,-9.98,South of New Guinea,71,Western Central Pacific Ocean,Arafura Sea,Papua New Guinea,10/09/1874,Dredge & Trawl,28,,,,,25.83,78.50,1.02327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Green mud,9,36,0,S,137,50,0,E,137.83,-9.60,South of New Guinea,71,Western Central Pacific Ocean,Arafura Sea,Papua New Guinea,11/09/1874,Trawl,25,,,25,,26.11,79.00,1.02269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Green mud,8,56,0,S,136,5,0,E,136.08,-8.93,South of New Guinea,71,Western Central Pacific Ocean,Arafura Sea,Papua New Guinea,12/09/1874,Trawl,49,,,,,26.22,79.20,,,,,,,,,,,,,67.5,,,,,,,,,,,,51.5,,,,46,43.2,41.5,40.5,39.8,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Green mud,5,41,0,S,134,4,30,E,134.08,-5.68,Aru Island,71,Western Central Pacific Ocean,Arafura Sea,Indonesia,23/09/1874,Trawl,800,4.17,39.50,,,27.89,82.20,1.02158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191A,Green mud,5,26,0,S,133,19,0,E,133.32,-5.43,East of Kai Island,71,Western Central Pacific Ocean,Arafura Sea,Indonesia,24/09/1874,,580,4.83,40.70,580,1.0276,27.50,81.50,1.02255,,,80,,,75.5,,,71.5,,,67.5,,,63,,,59,,,54.7,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Blue mud,5,49,15,S,132,14,15,E,132.24,-5.82,West of Kai Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,26/09/1874,Trawl,140,,,,,27.78,82.00,1.02252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Volcanic mud,5,24,0,S,130,37,15,E,130.62,-5.40,Off north-west of Kai Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,28/09/1874,,2800,3.33,38.00,2800,1.02752,28.61,83.50,,,,81,,,78,,,72,,,66,,,60,,,55.3,,,,,,50.2,,,,46,43.6,41.5,40.1,39.2,38.3,38,38,38,38,38,,38,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Volcanic mud,4,34,0,S,129,57,30,E,129.96,-4.57,Banda Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,29/09/1874,Dredge,200,,,,,28.33,83.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194A,Volcanic mud,4,31,0,S,129,57,20,E,129.96,-4.52,Banda Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,29/09/1874,Trawl,360,,,,,28.06,82.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Blue mud,4,21,0,S,129,7,0,E,129.12,-4.35,South of Ceram Island,71,Western Central Pacific Ocean,Banda Sea,Indonesia,03/10/1874,Trawl,1425,3.33,38.00,1425,1.02762,27.78,82.00,1.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Hard ground,0,48,30,S,126,58,30,E,126.98,-0.81,"South of Halmahera I., Moluccas",71,Western Central Pacific Ocean,Molucca Sea,Indonesia,13/10/1874,Trawl,825,2.72,36.90,825,1.02783,28.33,83.00,1.02209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Blue mud,0,41,0,N,126,37,0,E,126.62,0.68,"West of Halmahera I., Moluccas",71,Western Central Pacific Ocean,Molucca Sea,Indonesia,14/10/1874,,1200,2.17,35.90,1200,1.02796,28.06,82.50,1.02183,,,78.8,,,74,,,68.5,,,63.5,,,58.5,,,54,,,,,,50,,,,45.8,43,40.7,39.2,38.2,37.7,37.1,36.6,36,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Volcanic mud,2,55,0,N,124,53,0,E,124.88,2.92,North of Celebes Island,71,Western Central Pacific Ocean,Celebes Sea,Indonesia,20/10/1874,Trawl,2150,3.33,38.00,2150,1.02775,29.44,85.00,1.02167,,,81.2,,,77.2,,,71.8,,,65,,,58,,,53.6,,,,,,49.2,,,,45,42,40.3,39.5,39,39,39,39,39,39,39,,39,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Volcanic mud,5,44,0,N,123,34,0,E,123.57,5.73,South of Mindanao Island,71,Western Central Pacific Ocean,Celebes Sea,Philippines,22/10/1874,,2600,3.33,38.00,2600,1.02725,28.33,83.00,1.02196,,,81.5,,,79.2,77.7,74.5,72.9,71.2,67.5,63.8,,,57.6,,,54.5,,,,,,48.3,,46.2,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Green mud,6,47,0,N,122,28,0,E,122.47,6.78,"Moro Gulf, Mindanao I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,23/10/1874,Trawl,250,,,,,29.72,85.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Stones and gravel,7,3,0,N,121,48,0,E,121.80,7.05,"West of Samboangan Peninsula, Mindano I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,26/10/1874,Trawl,82,,,,,28.33,83.00,1.02167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Blue mud,8,32,0,N,121,55,0,E,121.92,8.53,"North-west of Samboangan Peninsula, Mindano I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,27/10/1874,,2550,10.28,50.50,2550,1.02659,28.33,83.00,1.02145,,,,,,74.1,,,,,,62,,,,,,57.5,,,,,,54.3,,52.8,,52,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,,50.5,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Mud,11,6,0,N,123,9,0,E,123.15,11.10,"West of Panay Island, Philippine Islands",71,Western Central Pacific Ocean,Visayan Sea,Philippines,31/10/1874,Trawl,20,,,,,29.44,85.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Blue mud,12,28,0,N,122,15,0,E,122.25,12.47,"West of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,02/11/1874,,705,,,,,28.89,84.00,1.02148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204A,Green mud,12,43,0,N,122,9,0,E,122.15,12.72,"North-west of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,02/11/1874,Trawl,100,,,100,,28.89,84.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204B,Green mud,12,46,0,N,122,10,0,E,122.17,12.77,"North-west of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,02/11/1874,Trawl,115,,,,,28.89,84.00,1.02151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Blue mud,16,42,0,N,119,22,0,E,119.37,16.70,"West of Luzon Island, Philippine Island",71,Western Central Pacific Ocean,South China Sea,Philippines,13/11/1874,Trawl,1050,2.78,37.00,1050,1.02772,27.78,82.00,1.0217,81.5,79.5,,76.5,73.2,69.8,66.8,64.2,,62,60,58.6,,,,,,55,,,,,,51.2,,48,,45.3,42,40,38.8,37.8,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Blue mud,17,54,0,N,117,14,0,E,117.23,17.90,"Off west of Luzon Island, Philippine Island",71,Western Central Pacific Ocean,South China Sea,Philippines,08/01/1875,Trawl,2100,2.50,36.50,2100,1.02768,24.00,75.20,1.02319,75.1,75,,74.2,72.3,68.5,66,64.2,,62.2,60.6,59.2,,,,,,51.6,,,,,,48.5,,46.5,,45,42.4,40.2,38.7,37.5,36.7,36.5,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Blue mud,12,21,0,N,122,15,0,E,122.25,12.35,"West of Tablas Island, Philippine Island",71,Western Central Pacific Ocean,Sibuyan Sea,Philippines,16/01/1875,Trawl,700,10.89,51.60,700,1.0265,26.67,80.00,1.02214,,,77.2,,,72.5,,,62,,,58.5,,,56,,,54.1,,,53.1,,,52.4,51.9,51.7,51.6,51.6,51.6,51.6,51.6,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Blue mud,11,37,0,N,123,31,0,E,123.52,11.62,"West of Panay Island, Philippine Island",71,Western Central Pacific Ocean,Visayan Sea,Philippines,17/01/1875,Trawl,18,,,,,27.22,81.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Blue mud,10,14,0,N,123,54,0,E,123.90,10.23,"West of Cebu Island, Philippine Island",71,Western Central Pacific Ocean,Camotes Sea,Philippines,22/01/1875,Dredge & Trawl,95,21.67,71.00,,,27.22,81.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Green mud,9,26,0,N,123,45,0,E,123.75,9.43,"North of Mindanao Island, Philippine Island",71,Western Central Pacific Ocean,Mindanao Sea,Philippines,25/01/1875,Dredge & Trawl,375,12.28,54.10,,,26.78,80.20,,,,,,,78.5,,,,,,61.5,,,,,,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210A,Blue mud,9,15,0,N,124,38,0,E,124.63,9.25,"North of Mindanao Island, Philippine Island",71,Western Central Pacific Ocean,Mindanao Sea,Philippines,26/01/1875,,185,13.94,57.10,,,27.06,80.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Blue mud,8,0,0,N,121,42,0,E,121.70,8.00,"West of Samboangan Peninsula, Mindano I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,28/01/1875,,2225,10.28,50.50,2225,1.0265,27.22,81.00,,,,79,,,73,,,66,,,61,,,,,,56,,,,,,53.8,,52.8,,51.8,50.5,,,,,,,,,,,,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Sand and shells,6,54,0,N,122,18,0,E,122.30,6.90,"Moro Gulf, Mindanao I., Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,30/01/1875,Dredge & Trawl,10,,,,,28.33,83.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Blue mud,5,47,0,N,124,1,0,E,124.02,5.78,"South of Mindanao Island, Philippine Island",71,Western Central Pacific Ocean,Celebes Sea,Philippines,08/02/1875,Trawl,2050,3.78,38.80,2050,1.02757,28.33,83.00,,,,,,,77.8,,,,,,65,,,,,,52.5,,,,,,49.3,,47.3,,45.7,43.2,41.2,40,39.2,38.6,38.6,38.6,38.6,38.6,38.6,,38.6,,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Blue mud,4,33,0,N,127,6,0,E,127.10,4.55,"Kepulauan Talaud Island, Indonesia",71,Western Central Pacific Ocean,,Indonesia,10/02/1875,Dredge,500,5.44,41.80,500,1.02735,26.94,80.50,1.02246,,,79.1,,,73,,,66,,,60,,,54.5,,,51.6,,,50,,,48.7,47.8,46.8,45.9,45.2,43,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Red clay,4,19,0,N,130,15,0,E,130.25,4.32,East of Molucca Passage,71,Western Central Pacific Ocean,,Papua New Guinea,12/02/1875,Trawl,2550,1.89,35.40,2550,1.02764,27.67,81.80,1.02264,77.7,76.1,,75.4,75.1,74.5,73.4,72,,70.6,69.3,68,,,,,,,,,,,,54,,,,,43.2,41,39.8,38.5,37.5,37,,36,,35.4,,35.4,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Globigerina ooze,2,46,0,N,133,58,0,E,133.97,2.77,North of New Guinea,71,Western Central Pacific Ocean,,Papua New Guinea,16/02/1875,,1675,1.89,35.40,1675,1.0279,28.22,82.80,,,,,,,,,,,,,71.9,,,,,,,,,,,,49.2,,,,44.3,42.3,41,39.9,38.9,38,37.4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216A,Globigerina ooze,2,56,0,N,134,11,0,E,134.18,2.93,North of New Guinea,71,Western Central Pacific Ocean,,Papua New Guinea,16/02/1875,Trawl,2000,1.89,35.40,2000,1.02772,28.22,82.80,1.02224,,,83.2,,,81.5,,,78.8,,,71.8,,,65,,,57.8,,,51.5,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Blue mud,0,39,0,S,138,55,0,E,138.92,-0.65,North of New Guinea,71,Western Central Pacific Ocean,,Papua New Guinea,22/02/1875,,2000,1.78,35.20,2000,1.02801,28.33,83.00,1.02169,83,83,,83,82.9,82.5,81.4,80,,78.3,76.4,74,70.5,66.5,,62.3,58.6,56,54.2,53,,51.9,50.8,49.7,,,,45.1,42.5,40.7,39.2,38.1,37.3,36.7,36.2,35.7,35.3,35.2,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Blue mud,2,33,0,S,144,4,0,E,144.07,-2.55,West of Admiralty Islands,71,Western Central Pacific Ocean,Bismarck Sea,Papua New Guinea,01/03/1875,Trawl,1070,2.44,36.40,1070,1.02773,28.89,84.00,,83.2,83,,82.5,82.1,81.5,80.9,80,,78.4,75.8,72.8,69.8,66.8,,63.8,60.8,57.8,55.5,53.8,,52.1,51,50,,,,45.2,42.4,40.5,39.2,38.4,37.9,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Coral sand,1,54,0,S,146,39,40,E,146.66,-1.90,"Nares Harbour, Admiralty Island",71,Western Central Pacific Ocean,,Papua New Guinea,10/03/1875,Trawl,150,,,,,28.89,84.00,1.02203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Globigerina ooze,0,42,0,S,147,0,0,E,147.00,-0.70,Off north of Admiralty Island,71,Western Central Pacific Ocean,,Papua New Guinea,11/03/1875,Trawl,1100,2.33,36.20,1100,1.02762,28.78,83.80,1.0258,,,,,,81.6,,,,,,77.1,,,,,,64,,,,,,52,,48.5,,46.2,43.1,41,39.7,39,38.2,37.5,36.8,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Red clay,0,40,0,N,148,41,0,E,148.68,0.67,Off north of Admiralty Island,71,Western Central Pacific Ocean,,Papua New Guinea,13/03/1875,,2650,1.89,35.40,,,28.78,83.80,,83,82.8,,82.4,82,81.5,81,80.4,,78.5,75,71.2,67.2,63.2,,59.4,55.6,53.1,51.8,51.2,,50.6,50.2,49.9,,,,48.3,44.2,41.3,39.8,38.6,37.8,37.1,36.7,36.3,36,35.7,,35.4,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Red clay,2,15,0,N,146,16,0,E,146.27,2.25,Between Bismarck Archipelago and Caroline Islands,71,Western Central Pacific Ocean,,,16/03/1875,,2450,1.78,35.20,2450,1.02766,28.22,82.80,,82.8,82.6,,82.4,82.2,82,81.8,81.7,,81.2,80.3,78.9,76,63.2,,55.6,52.7,51,50.2,49.7,,49.3,48.9,48.5,,,,45.5,43.2,41.1,39.3,38,37.1,36.5,36.1,35.9,35.7,35.5,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Globigerina ooze,5,31,0,N,144,20,0,E,144.33,5.52,Between Bismarck Archipelago and Caroline Islands,71,Western Central Pacific Ocean,,,19/03/1875,Trawl,1850,1.94,35.50,2325,1.02783,27.78,82.00,1.02263,81.7,81.7,,81.7,81.7,81.7,81.7,81.7,,81.7,79,70.9,63.5,59.5,,56.3,53.8,51.6,50,49.3,,48.8,48.2,47.7,,,,45.8,44.3,42.8,41.3,40,38.8,37.7,36.8,36.1,35.7,35.5,,35.5,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Globigerina ooze,7,45,0,N,144,20,0,E,144.33,7.75,Caroline Islands,71,Western Central Pacific Ocean,,Caroline Islands,21/03/1875,Dredge,1850,1.89,35.40,1850,1.02772,27.33,81.20,1.02266,81.5,81.1,,80.6,80,79.5,79,78.1,,75,68.5,63.2,59.6,56.7,,54.3,52.5,51,49.9,49.3,,48.9,48.6,48.3,,,,45.7,43.4,41.3,39.5,38.2,37.2,36.7,36.3,36,35.8,35.6,,35.4,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Radiolarian ooze,11,24,0,N,143,16,0,E,143.27,11.40,Between Caroline Islands and Marianas Islands,71,Western Central Pacific Ocean,,,23/03/1875,,4475,1.78,35.20,4475,1.02785,26.78,80.20,1.02266,80.2,80,,80,80,80,80,78,,74.8,70.6,67,63,59.4,,56.1,53.7,52,51.3,50.7,,50.1,49.7,49.2,,,,43.2,41.2,39.9,38.6,37.9,37.3,36.9,36.5,36.1,35.7,35.5,,35.5,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Red clay,14,44,0,N,142,13,0,E,142.22,14.73,West of Marianas Islands,71,Western Central Pacific Ocean,,Marianas Islands,25/03/1875,Trawl,2300,1.94,35.50,,,26.11,79.00,1.02314,78.9,78.8,,78.7,78.6,78.5,77.9,77,,75.7,73.8,71.3,68,64.6,,62.1,60.2,58.3,56.8,55.6,,54.5,53.5,52.8,,,,45.1,41.8,39.9,38.7,37.7,36.9,36.3,36,35.7,35.5,35.5,,35.5,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
